loan_id,customer_id,loan_type,loan_amount,loan_term_months,interest_rate,loan_start_date,collateral_type,collateral_value,monthly_loan_payment,loan_purpose,credit_score,debt_to_income_ratio,loan_to_value_ratio,missed_payments_12m,days_past_due,repayment_status,default_flag,risk_band,expected_loss_amount,customer_name,age,gender,nationality,occupation,employment_status,city,state,customer_segment,loyalty_classification,fee_structure,investment_advisor,joined_bank,annual_income,monthly_income,bank_deposits,checking_balance,savings_balance,credit_card_limit,credit_card_balance,credit_utilization_ratio,business_lending,existing_monthly_debt_payment,total_deposit_balance,deposit_to_income_ratio,age_group,income_band,customer_tenure_years,credit_utilization_band,credit_score_band,dti_band,ltv_band,has_recent_delinquency,loan_to_income_ratio,exposure_after_deposits
LOAN007353,CUST14031,Home Loan,1082372.87,238,8.96,2025-08-25,Property,1241633.63,9739.99,Home Purchase,670.0,0.42,0.872,7,180,Defaulted,1,High,18582.75,Aditya Singh,45,Male,Indian,Retired,Retired,Bengaluru,West Bengal,Retail,Silver,Premium,Advisor F,2006-05-16,507201.3,42266.78,472891.7,40232.31,190617.53,139279.94,64318.18,0.462,84385.84,5533.66,703741.54,1.387,36-45,Lower Middle,20.2,Moderate,Good,35-45%,80-95%,True,2.13,378631.3300000001
LOAN007354,CUST01841,Personal Loan,241007.42,28,14.29,2020-03-25,Fixed Deposit,320857.35,10172.69,Personal Expense,702.0,0.765,0.751,1,18,Current,0,Medium,9836.69,Ira Das,23,Female,Indian,Lawyer,Salaried,Delhi,Tamil Nadu,Retail,Jade,Standard,Advisor B,2013-05-31,555633.76,46302.81,835876.88,165249.91,511795.62,118485.96,33183.68,0.28,52461.07,20470.5,1512922.41,2.723,18-25,Lower Middle,13.1,Low,Good,>60%,60-80%,True,0.43,0.0
LOAN007355,CUST07094,Personal Loan,321530.01,29,13.38,2025-04-03,Unsecured,0.0,13037.37,Personal Expense,680.0,0.294,,0,0,Current,0,Low,5175.71,Aanya Iyer,61,Male,Indian,Sales Manager,Self Employed,Mumbai,Uttar Pradesh,Priority,Silver,Premium,Advisor B,2021-06-03,660052.31,55004.36,738671.86,72718.19,275049.42,174496.18,25269.0,0.145,667859.92,6104.29,1086439.47,1.646,56-65,Lower Middle,5.1,Low,Good,<=35%,,False,0.49,0.0
LOAN007356,CUST02804,Home Loan,3001491.23,245,8.37,2018-11-12,Property,4430112.81,25597.99,Home Purchase,633.0,1.092,0.678,4,92,Late,0,High,501600.51,Kiara Menon,51,Female,Asian,Business Owner,Business Owner,Jaipur,Delhi,Private Banking,Gold,Standard,Advisor A,2005-11-23,506165.46,42180.46,627815.79,36913.54,349213.26,169980.13,22783.0,0.134,83566.76,16698.13,1013942.59,2.003,46-55,Lower Middle,20.7,Low,Fair,>60%,60-80%,True,5.93,1987548.6400000001
LOAN007357,CUST05886,Home Loan,4554069.51,233,8.76,2024-08-03,Property,7704447.19,40723.61,Home Purchase,614.0,0.926,0.591,4,80,Restructured,0,High,518170.95,Nisha Kapoor,46,Male,Indian,Data Analyst,Self Employed,Pune,Uttar Pradesh,Retail,Silver,Standard,Advisor D,2002-05-18,775433.87,64619.49,885647.74,61970.55,398146.06,180854.73,62396.6,0.345,24954.82,12856.18,1345764.35,1.735,46-55,Lower Middle,24.2,Moderate,Fair,>60%,<=60%,True,5.87,3208305.1599999997
LOAN007358,CUST09238,Auto Loan,3033923.0,67,11.18,2022-11-21,Vehicle,4439084.82,61080.28,Vehicle Purchase,622.0,0.833,0.683,3,33,Paid Off,0,Medium,298167.61,Ira Singh,62,Male,Asian,Sales Manager,Salaried,Jaipur,Delhi,Private Banking,Platinum,Standard,Advisor A,2018-03-01,2998675.54,249889.63,4205023.29,245564.55,1804064.73,668492.63,191136.07,0.286,136468.08,140728.2,6254652.57,2.086,56-65,High,8.4,Low,Fair,>60%,60-80%,True,1.01,0.0
LOAN007359,CUST08532,Home Loan,4234907.48,236,9.73,2019-10-05,Property,7247558.9,40335.82,Home Purchase,677.0,0.702,0.584,0,0,Current,0,Medium,126674.83,Rahul Verma,39,Male,Indian,Sales Manager,Salaried,Bengaluru,Delhi,Retail,Platinum,Standard,Advisor B,2013-01-29,1502737.4,125228.12,3134770.4,351931.09,1095957.94,302983.2,75991.26,0.251,944267.27,52860.93,4582659.43,3.05,36-45,High,13.5,Low,Good,>60%,<=60%,False,2.82,0.0
LOAN007360,CUST13111,Home Loan,1301369.36,231,10.23,2023-11-18,Property,2158123.96,12911.13,Home Purchase,651.0,0.825,0.603,4,100,Late,0,High,55396.5,Aarav Kapoor,45,Male,Indian,Doctor,Business Owner,Ahmedabad,Delhi,Retail,Jade,Standard,Advisor F,2019-11-18,392852.7,32737.72,712229.2,30803.1,407733.63,135215.15,37550.78,0.278,79188.22,14594.69,1150765.93,2.929,36-45,Low,6.7,Low,Fair,>60%,60-80%,True,3.31,150603.43000000017
LOAN007361,CUST03925,Education Loan,777693.5,77,11.43,2019-01-10,Unsecured,0.0,14298.35,Higher Education,660.0,0.589,,0,0,Current,0,Medium,29397.2,Aadhya Roy,48,Male,Indian,Marketing Manager,Self Employed,Lucknow,Telangana,Retail,Jade,Standard,Advisor E,2011-11-28,1835129.52,152927.46,3314996.45,143904.51,1595251.87,233322.02,61327.87,0.263,154230.62,65206.8,5054152.83,2.754,46-55,High,14.7,Low,Fair,45-60%,,False,0.42,0.0
LOAN007362,CUST01147,Business Loan,1456559.92,90,11.9,2019-05-12,Business Asset,2233507.36,24541.43,Business Expansion,687.0,0.5,0.652,0,0,Current,0,Low,52630.64,Shawn Patel,53,Female,Indian,Lawyer,Salaried,Kolkata,Rajasthan,Private Banking,Jade,Premium,Advisor C,2006-06-09,942225.81,78518.82,1752126.39,100127.57,1008267.65,277514.22,7843.17,0.028,720575.91,10422.54,2860521.61,3.036,46-55,Middle,20.1,Low,Good,45-60%,60-80%,False,1.55,0.0
LOAN007363,CUST11316,Business Loan,988238.1,91,14.81,2024-05-12,Unsecured,0.0,18136.5,Business Expansion,660.0,0.764,,2,24,Current,0,Medium,117744.85,Aarav Cunningham,80,Female,American,Factory Supervisor,Business Owner,Bengaluru,Rajasthan,Retail,Gold,Standard,Advisor A,2024-01-24,489752.38,40812.7,1408882.48,125103.86,613529.06,170042.13,51159.28,0.301,57950.21,10066.21,2147515.4,4.385,66+,Lower Middle,2.5,Moderate,Fair,>60%,,True,2.02,0.0
LOAN007364,CUST05940,Business Loan,3084009.73,87,12.27,2025-09-06,Property,3829183.86,53692.29,Business Expansion,698.0,0.472,0.805,0,0,Current,0,Low,117052.91,Krishna Gupta,27,Female,Indian,Self Employed,Salaried,Bengaluru,Rajasthan,Priority,Jade,Standard,Advisor B,2021-08-03,1664925.84,138743.82,1778555.35,339349.47,1065428.26,361460.97,115108.06,0.318,3245798.82,5080.8,3183333.08,1.912,26-35,High,5.0,Moderate,Good,45-60%,80-95%,False,1.85,0.0
LOAN007365,CUST04340,Business Loan,1362490.97,76,12.99,2022-12-29,Unsecured,0.0,26393.54,Business Expansion,696.0,0.543,,5,163,Defaulted,1,Medium,90946.73,Sai Nair,59,Male,Indian,Teacher,Salaried,Mumbai,Telangana,Priority,Gold,Discounted,Advisor F,2020-05-24,740529.89,61710.82,1380962.99,233298.95,516438.96,167432.35,37900.81,0.226,330315.96,9060.01,2130700.9,2.877,56-65,Lower Middle,6.2,Low,Good,45-60%,,True,1.84,0.0
LOAN007366,CUST12190,Personal Loan,321293.47,26,14.66,2018-12-04,Unsecured,0.0,14498.43,Personal Expense,643.0,0.717,,2,48,Current,0,Medium,38569.29,Ira Nair,35,Male,Indian,Retired,Self Employed,Hyderabad,Uttar Pradesh,Retail,Silver,Standard,Advisor C,2004-12-21,739297.42,61608.12,1002757.28,92538.47,582430.02,232478.56,83167.01,0.358,306614.68,34147.04,1677725.77,2.269,26-35,Lower Middle,21.6,Moderate,Fair,>60%,,True,0.43,0.0
LOAN007367,CUST09451,Auto Loan,668888.83,57,8.86,2018-11-15,Vehicle,1036561.91,14419.54,Vehicle Purchase,694.0,0.265,0.645,0,0,Current,0,Low,6003.14,Karan Brown,33,Female,Indian,Retired,Salaried,Hyderabad,Maharashtra,Priority,Platinum,Premium,Advisor B,2006-06-27,2046136.08,170511.34,7192099.72,499141.46,3989686.0,320863.7,69147.2,0.216,76338.38,36756.0,11680927.18,5.709,26-35,High,20.1,Low,Good,<=35%,60-80%,False,0.33,0.0
LOAN007368,CUST05606,Personal Loan,357863.17,26,15.48,2024-07-16,Unsecured,0.0,16288.74,Personal Expense,726.0,0.277,,0,0,Current,0,Low,5480.24,Sai Roy,24,Female,Indian,Government Officer,Business Owner,Mumbai,Karnataka,Private Banking,Silver,Standard,Advisor A,2023-08-23,1795779.86,149648.32,3205493.66,315934.07,1336203.26,646088.23,112802.0,0.175,527993.64,28459.88,4857630.99,2.705,18-25,High,2.9,Low,Good,<=35%,,False,0.2,0.0
LOAN007369,CUST05750,Home Loan,2151976.9,247,6.94,2020-06-16,Property,3106541.97,16390.03,Home Purchase,704.0,0.411,0.693,0,0,Current,0,Low,30827.01,Nisha Gupta,48,Female,Indian,Shop Owner,Retired,Jaipur,West Bengal,Priority,Gold,Discounted,Advisor A,2005-01-09,780966.79,65080.57,1676500.4,260005.19,851868.54,177773.95,9917.75,0.056,23074.78,13554.19,2788374.13,3.57,46-55,Lower Middle,21.5,Low,Good,35-45%,60-80%,False,2.76,0.0
LOAN007370,CUST14465,Personal Loan,522300.59,27,13.98,2021-09-30,Unsecured,0.0,22657.65,Personal Expense,700.0,0.412,,0,0,Current,0,Low,24197.07,Ira Gupta,18,Female,Indian,Unknown,Business Owner,Pune,Tamil Nadu,Priority,Silver,Standard,Advisor F,2006-09-23,1330593.47,110882.79,3135652.33,520315.44,1165747.86,441332.41,154995.18,0.351,1939586.0,42425.87,4821715.63,3.624,18-25,Middle,19.8,Moderate,Good,35-45%,,False,0.39,0.0
LOAN007371,CUST00355,Personal Loan,245489.37,45,15.86,2022-11-18,Unsecured,0.0,7272.4,Personal Expense,721.0,0.234,,0,0,Current,0,Low,3312.91,Ishaan Nair,47,Male,Indian,Doctor,Salaried,Bengaluru,Gujarat,Retail,Jade,Premium,Advisor E,2014-03-03,845376.87,70448.07,851500.34,124493.79,260905.95,273895.87,5837.63,0.021,46594.15,10149.22,1236900.08,1.463,46-55,Middle,12.4,Low,Good,<=35%,,False,0.29,0.0
LOAN007372,CUST03143,Home Loan,3683406.58,242,9.36,2024-06-13,Property,7354710.84,33902.3,Home Purchase,705.0,0.81,0.501,0,0,Current,0,Medium,138521.76,Reyansh Singh,31,Male,Indian,Retired,Retired,Jaipur,Tamil Nadu,Priority,Platinum,Discounted,Advisor D,2001-02-11,832292.26,69357.69,2115344.85,295686.46,1256565.84,118798.17,10868.94,0.091,57959.42,20942.01,3667597.15,4.407,26-35,Middle,25.4,Low,Good,>60%,<=60%,False,4.43,15809.430000000168
LOAN007373,CUST11966,Auto Loan,378819.45,72,10.03,2024-07-06,Vehicle,734279.94,7023.68,Vehicle Purchase,703.0,0.538,0.516,0,0,Current,0,Low,6717.63,Aadhya Patel,36,Female,Middle Eastern,Sales Manager,Self Employed,Jaipur,Delhi,Retail,Silver,Standard,Advisor B,2012-07-05,828688.18,69057.35,1792470.26,294101.91,856610.57,225827.07,29895.84,0.132,167602.27,26528.5,2943182.74,3.552,36-45,Middle,14.1,Low,Good,45-60%,<=60%,False,0.46,0.0
LOAN007374,CUST09291,Home Loan,2224799.83,235,10.07,2019-04-01,Property,4033629.84,21717.18,Home Purchase,689.0,0.326,0.552,0,0,Current,0,Low,21988.4,Reyansh Das,39,Female,Indian,Software Engineer,Salaried,Bengaluru,Gujarat,Retail,Silver,Standard,Advisor A,2007-09-07,874386.72,72865.56,1702834.7,131547.96,662504.51,126430.14,8329.43,0.066,130592.71,3978.65,2496887.17,2.856,36-45,Middle,18.9,Low,Good,<=35%,<=60%,False,2.54,0.0
LOAN007375,CUST03957,Home Loan,1897579.27,247,8.02,2024-05-15,Property,3360635.09,15714.34,Home Purchase,677.0,0.606,0.565,0,0,Current,0,Low,42609.29,Sara Singh,39,Male,Indian,Architect,Salaried,Hyderabad,Tamil Nadu,Priority,Silver,Standard,Advisor E,2003-06-11,773737.69,64478.14,695908.74,68768.02,294979.03,168433.75,11010.33,0.065,123891.96,21177.34,1059655.79,1.37,36-45,Lower Middle,23.1,Low,Good,>60%,<=60%,False,2.45,837923.48
LOAN007376,CUST02383,Auto Loan,366172.87,65,8.96,2020-11-23,Vehicle,421571.83,7131.22,Vehicle Purchase,654.0,0.514,0.869,0,0,Current,0,Medium,8203.17,Diya Patel,18,Male,Indian,Lawyer,Self Employed,Ahmedabad,Maharashtra,Retail,Platinum,Premium,Advisor E,2011-02-01,956445.68,79703.81,2579980.49,144933.72,1187671.47,96059.64,17079.74,0.178,25433.73,30535.08,3912585.68,4.091,18-25,Middle,15.5,Low,Fair,45-60%,80-95%,False,0.38,0.0
LOAN007377,CUST08986,Home Loan,6641835.2,251,9.77,2024-02-06,Property,7458316.88,62201.87,Home Purchase,635.0,0.53,0.891,2,46,Current,0,Medium,360263.61,Neha Rao,61,Male,Indian,Nurse,Business Owner,Delhi,Rajasthan,Private Banking,Silver,Premium,Advisor E,2000-06-19,2409869.38,200822.45,3521837.3,314324.54,2264461.36,283995.08,81076.04,0.285,201367.76,62469.19,6100623.2,2.532,56-65,High,26.1,Low,Fair,45-60%,80-95%,True,2.76,541212.0
LOAN007378,CUST08206,Business Loan,1013736.01,72,11.15,2024-07-27,Property,1823438.24,19373.5,Business Expansion,633.0,1.35,0.556,2,26,Current,0,High,311291.7,Karan Brown,51,Male,Indian,Architect,Salaried,Delhi,Delhi,Retail,Silver,Standard,Advisor C,2003-06-14,331569.16,27630.76,653683.02,93608.87,265183.28,99121.12,1557.6,0.016,202165.41,18630.69,1012475.17,3.054,46-55,Low,23.1,Low,Fair,>60%,<=60%,True,3.06,1260.8399999999674
LOAN007379,CUST07461,Business Loan,1482820.01,78,10.89,2025-03-21,Business Asset,1717064.31,26608.67,Business Expansion,674.0,0.476,0.864,0,0,Current,0,Low,59663.21,Vikram Roy,43,Female,Indian,Accountant,Business Owner,Hyderabad,Karnataka,Retail,Gold,Standard,Advisor D,2013-11-09,942533.92,78544.49,1894961.13,354017.7,617430.36,282455.23,60524.74,0.214,203513.42,3505.11,2866409.19,3.041,36-45,Middle,12.7,Low,Good,45-60%,80-95%,False,1.57,0.0
LOAN007380,CUST13941,Business Loan,3277524.04,73,11.82,2024-05-20,Unsecured,0.0,63168.92,Business Expansion,546.0,1.258,,7,180,Defaulted,1,High,1609918.21,Vikram Cunningham,41,Female,Indian,Business Owner,Self Employed,Mumbai,Maharashtra,Priority,Silver,Standard,Advisor E,2015-04-27,874386.72,72865.56,1222399.77,148159.84,468736.12,229586.61,34207.24,0.149,976133.22,21530.57,1839295.73,2.104,36-45,Middle,11.2,Low,Poor,>60%,,True,3.75,1438228.31
LOAN007381,CUST08942,Personal Loan,235265.0,31,13.8,2025-05-03,Unsecured,0.0,9065.27,Personal Expense,679.0,0.466,,1,13,Current,0,Low,6250.19,Neha Wilson,56,Male,Indian,Lawyer,Salaried,Mumbai,Delhi,Retail,Gold,Standard,Advisor E,2010-03-27,337828.81,28152.4,365599.65,55479.99,147937.61,108513.45,23480.79,0.216,60107.78,5903.07,569017.25,1.684,56-65,Low,16.3,Low,Good,45-60%,,True,0.7,0.0
LOAN007382,CUST12819,Home Loan,2488847.84,237,8.96,2021-12-22,Property,3489078.86,22430.85,Home Purchase,608.0,0.855,0.713,0,0,Current,0,Medium,262429.12,Aditya Rao,55,Female,Indian,Shop Owner,Salaried,Chennai,Delhi,Retail,Silver,Premium,Advisor C,2010-09-24,496517.48,41376.46,777766.34,117982.94,399350.32,131845.11,38761.46,0.294,126756.38,11544.14,1295099.6,2.608,46-55,Lower Middle,15.8,Low,Fair,>60%,60-80%,False,5.01,1193748.2399999998
LOAN007383,CUST04760,Personal Loan,665952.45,36,12.85,2022-11-22,Unsecured,0.0,22390.49,Personal Expense,634.0,0.666,,1,22,Paid Off,0,Medium,70263.86,Shawn Roy,32,Male,Indian,Data Analyst,Self Employed,Chennai,Karnataka,Priority,Silver,Standard,Advisor D,2006-01-19,1252483.11,104373.59,2415672.27,146053.98,1312405.63,150840.72,22846.75,0.151,38433.38,51528.2,3874131.88,3.093,26-35,Middle,20.5,Low,Fair,>60%,,True,0.53,0.0
LOAN007384,CUST11780,Education Loan,334453.25,70,10.09,2020-06-12,Unsecured,0.0,6340.64,Higher Education,675.0,0.176,,0,0,Current,0,Low,3804.06,Ira Nair,27,Male,Indian,Accountant,Self Employed,Lucknow,Delhi,Priority,Jade,Standard,Advisor E,2006-07-06,844352.58,70362.72,1467789.46,179575.61,849204.7,128814.54,28993.49,0.225,241920.74,6810.53,2496569.77,2.957,26-35,Middle,20.0,Low,Good,<=35%,,False,0.4,0.0
LOAN007385,CUST09350,Home Loan,2134871.4,243,8.25,2022-06-09,Property,3674876.09,18102.35,Home Purchase,656.0,0.727,0.581,7,133,Written Off,1,High,68259.91,Sai Singh,43,Male,Indian,Sales Manager,Salaried,Chennai,Gujarat,Retail,Silver,Premium,Advisor F,2012-11-08,525104.8,43758.73,955144.84,130667.6,274420.02,98716.9,11834.11,0.12,168659.32,11618.5,1360232.46,2.59,36-45,Lower Middle,13.7,Low,Fair,>60%,<=60%,True,4.07,774638.94
LOAN007386,CUST08113,Home Loan,3268865.06,242,9.05,2021-03-24,Property,5890732.99,29429.44,Home Purchase,619.0,0.607,0.555,3,54,Current,0,Medium,166623.65,Karan Iyer,52,Male,Indian,Factory Supervisor,Contract,Jaipur,Telangana,Priority,Gold,Standard,Advisor C,2017-07-31,952684.84,79390.4,2870147.08,329974.25,1761395.84,293545.37,82942.5,0.283,195217.4,13634.15,4961517.17,5.208,46-55,Middle,9.0,Low,Fair,>60%,<=60%,True,3.43,0.0
LOAN007387,CUST10324,Auto Loan,435601.51,51,10.96,2019-08-21,Vehicle,569791.47,10722.58,Vehicle Purchase,682.0,0.522,0.764,0,0,Current,0,Low,9134.45,Ira Nair,20,Male,Indian,Operations Manager,Self Employed,Ahmedabad,Tamil Nadu,Private Banking,Jade,Premium,Advisor B,2023-01-30,815704.63,67975.39,1411380.49,278809.6,814082.65,90459.43,15292.9,0.169,456131.11,25474.62,2504272.74,3.07,18-25,Middle,3.5,Low,Good,45-60%,60-80%,False,0.53,0.0
LOAN007388,CUST00440,Personal Loan,608445.89,39,13.58,2022-09-10,Unsecured,0.0,19383.1,Personal Expense,816.0,0.165,,0,0,Current,0,Low,6699.24,Aditya Sharma,41,Female,Indian,Marketing Manager,Salaried,Bengaluru,Rajasthan,Private Banking,Silver,Standard,Advisor A,2018-01-30,1537947.83,128162.32,3829661.49,699660.53,1509189.27,544451.07,26605.82,0.049,149059.13,9064.2,6038511.29,3.926,36-45,High,8.5,Low,Excellent,<=35%,,False,0.4,0.0
LOAN007389,CUST01358,Education Loan,304030.57,76,11.84,2024-12-23,Unsecured,0.0,5704.81,Higher Education,639.0,0.203,,2,36,Current,0,Medium,8986.34,Pooja Patel,44,Male,Indian,Data Analyst,Self Employed,Mumbai,Maharashtra,Retail,Silver,Discounted,Advisor A,2012-12-31,744594.97,62049.58,679960.08,86463.15,354691.7,188629.39,94362.72,0.5,112369.52,9178.0,1121114.93,1.506,36-45,Lower Middle,13.6,Moderate,Fair,<=35%,,True,0.41,0.0
LOAN007390,CUST02037,Home Loan,4175441.69,244,9.65,2021-01-30,Property,6905605.26,39119.17,Home Purchase,716.0,0.544,0.605,0,0,Paid Off,0,Low,81303.18,Aarav Roy,48,Male,Indian,Software Engineer,Salaried,Pune,Maharashtra,Priority,Platinum,Standard,Advisor D,2022-07-14,1675644.64,139637.05,2477727.62,439861.24,1250318.74,363570.54,33260.01,0.091,119501.07,22444.73,4167907.6,2.487,46-55,High,4.0,Low,Good,45-60%,60-80%,False,2.49,7534.089999999851
LOAN007391,CUST04012,Education Loan,412565.85,80,10.79,2021-05-01,Unsecured,0.0,7254.56,Higher Education,640.0,0.473,,2,36,Current,0,Medium,26075.95,Ishaan Nair,41,Male,Indian,Sales Manager,Contract,Jaipur,Gujarat,Retail,Gold,Premium,Advisor D,2016-02-23,1067350.88,88945.91,2810708.11,132448.02,947167.76,190713.79,67860.38,0.356,142931.48,31266.9,3890323.89,3.645,36-45,Middle,10.4,Moderate,Fair,45-60%,,True,0.39,0.0
LOAN007392,CUST05427,Education Loan,503291.75,75,11.93,2021-11-29,Unsecured,0.0,9552.2,Higher Education,690.0,0.188,,0,0,Current,0,Low,5930.83,Arjun Bose,57,Male,Indian,Self Employed,Self Employed,Hyderabad,Karnataka,Priority,Gold,Premium,Advisor F,2013-06-14,979791.54,81649.3,1344310.24,253589.47,620273.81,279868.63,82624.6,0.295,98310.67,15656.02,2218173.52,2.264,56-65,Middle,13.1,Low,Good,<=35%,,False,0.51,0.0
LOAN007393,CUST11178,Auto Loan,1044345.07,54,10.98,2021-10-16,Vehicle,1812709.51,24596.05,Vehicle Purchase,700.0,0.521,0.576,0,0,Current,0,Low,18576.22,Vivaan Khan,45,Male,Indian,Sales Manager,Salaried,Bengaluru,Tamil Nadu,Private Banking,Silver,Standard,Advisor C,2004-10-15,1359549.31,113295.78,2751435.62,520684.8,1247676.71,152370.93,10483.99,0.069,213669.21,34046.39,4519797.13,3.324,36-45,Middle,21.8,Low,Good,45-60%,<=60%,False,0.77,0.0
LOAN007394,CUST12390,Business Loan,1686558.09,88,11.54,2019-05-23,Unsecured,0.0,28492.08,Business Expansion,643.0,0.738,,3,39,Current,0,Medium,377510.56,Vivaan Patel,44,Female,Indian,Architect,Self Employed,Pune,Maharashtra,Priority,Jade,Premium,Advisor C,2002-11-22,850595.63,70882.97,854896.56,147421.97,247933.4,100420.65,19379.16,0.193,584082.44,21896.76,1250251.93,1.47,36-45,Middle,23.7,Low,Fair,>60%,,True,1.98,436306.16000000015
LOAN007395,CUST07647,Home Loan,4369755.16,243,8.08,2022-04-03,Property,8015588.48,36586.21,Home Purchase,658.0,0.746,0.545,3,45,Current,0,Medium,142952.4,Sai Nair,34,Female,Indian,Doctor,Salaried,Delhi,Maharashtra,Retail,Gold,Standard,Advisor F,2004-02-12,1087658.85,90638.24,1711394.51,70636.78,713461.9,321526.81,100502.63,0.313,67099.13,34455.25,2495493.19,2.294,26-35,Middle,22.4,Moderate,Fair,>60%,<=60%,True,4.02,1874261.9700000002
LOAN007396,CUST07691,Home Loan,842198.36,236,10.14,2018-08-25,Property,1139745.65,8248.88,Home Purchase,704.0,0.627,0.739,4,79,Written Off,1,Medium,23255.7,Diya Brown,48,Male,Indian,Teacher,Retired,Chennai,Telangana,Retail,Gold,Standard,Advisor A,2022-08-25,464179.84,38681.65,1338951.08,72729.09,674454.89,49934.74,6794.27,0.136,37431.89,13757.07,2086135.06,4.494,46-55,Lower Middle,3.9,Low,Good,>60%,60-80%,True,1.81,0.0
LOAN007397,CUST07883,Personal Loan,200604.17,40,15.8,2018-12-18,Fixed Deposit,297805.32,6483.34,Personal Expense,674.0,0.255,0.674,0,0,Current,0,Low,1792.44,Aditya Roy,42,Female,American,Sales Manager,Business Owner,Chennai,Delhi,Retail,Silver,Standard,Advisor B,2013-02-17,1355141.46,112928.46,2601356.27,476884.18,1557272.27,274257.55,21270.85,0.078,122426.99,9185.87,4635512.72,3.421,36-45,Middle,13.4,Low,Good,<=35%,60-80%,False,0.15,0.0
LOAN007398,CUST04676,Auto Loan,659056.12,65,9.21,2025-08-24,Vehicle,1092131.87,12915.94,Vehicle Purchase,692.0,0.43,0.603,0,0,Current,0,Low,9230.43,Vikram Bose,63,Female,Indian,Government Officer,Salaried,Lucknow,Telangana,Retail,Jade,Standard,Advisor A,2012-09-06,608615.22,50717.94,634855.22,91395.98,386285.01,218694.81,88575.74,0.405,128789.68,14775.43,1112536.21,1.828,56-65,Lower Middle,13.9,Moderate,Good,35-45%,60-80%,False,1.08,0.0
LOAN007399,CUST13311,Auto Loan,468612.17,54,12.02,2024-08-01,Vehicle,765686.84,11277.88,Vehicle Purchase,635.0,0.675,0.612,0,0,Current,0,Medium,29784.88,Diya Wilson,40,Male,Indian,Lawyer,Salaried,Chennai,Uttar Pradesh,Private Banking,Silver,Standard,Advisor F,2010-12-09,727208.5,60600.71,1275117.19,194835.43,639841.1,165444.8,41345.44,0.25,57881.12,25663.06,2109793.72,2.901,36-45,Lower Middle,15.6,Low,Fair,>60%,60-80%,False,0.64,0.0
LOAN007400,CUST00064,Personal Loan,242334.1,28,14.08,2018-12-06,Fixed Deposit,407992.43,10204.41,Personal Expense,681.0,0.258,0.594,0,0,Current,0,Low,2036.39,Ayaan Rao,72,Male,Indian,Business Owner,Self Employed,Pune,Uttar Pradesh,Priority,Jade,Standard,Advisor E,2019-01-09,688596.49,57383.04,1206062.99,116779.7,487829.06,203592.41,80968.41,0.398,4336004.5,7900.59,1810671.75,2.63,66+,Lower Middle,7.5,Moderate,Good,<=35%,<=60%,False,0.35,0.0
LOAN007401,CUST08479,Home Loan,4623407.1,233,8.49,2025-06-09,Property,6691679.93,40556.84,Home Purchase,638.0,0.749,0.691,2,115,Defaulted,1,Medium,374610.19,Pooja Gupta,40,Female,Indian,Operations Manager,Self Employed,Hyderabad,Karnataka,Retail,Jade,Premium,Advisor B,2014-04-20,872118.78,72676.56,1007416.63,93261.28,652570.67,135310.66,23248.97,0.172,29847.77,12615.73,1753248.58,2.01,36-45,Middle,12.3,Low,Fair,>60%,60-80%,True,5.3,2870158.5199999996
LOAN007402,CUST01210,Home Loan,3409965.95,237,8.74,2019-06-18,Property,4653271.01,30253.95,Home Purchase,632.0,0.863,0.733,6,180,Defaulted,1,High,370854.2,Aditya Wilson,73,Male,Indian,Architect,Salaried,Delhi,Telangana,Retail,Jade,Standard,Advisor F,2012-11-03,1460913.7,121742.81,1533367.94,294023.17,458516.62,409616.45,118831.09,0.29,73656.32,81509.52,2285907.73,1.565,66+,Middle,13.7,Low,Fair,>60%,60-80%,True,2.33,1124058.2200000002
LOAN007403,CUST06076,Home Loan,2044505.63,252,8.1,2022-11-27,Property,2720464.07,16902.89,Home Purchase,722.0,0.419,0.752,0,0,Current,0,Low,31543.27,Shaurya Nair,62,Female,Asian,Factory Supervisor,Contract,Delhi,West Bengal,Private Banking,Jade,Standard,Advisor A,2013-11-21,498582.88,41548.57,1011319.18,102450.32,509686.22,182374.39,45682.58,0.25,36549.7,2351.33,1623455.72,3.256,56-65,Lower Middle,12.7,Low,Good,35-45%,60-80%,False,4.1,421049.9099999999
